Category,Message
ham,I sent you the notes. Check WhatsApp.
ham,"I'm on the way, will reach in 11 minutes."
ham,Are you coming to college today?
ham,Call me when you're free.
spam,"Your electricity bill is pending. Pay now: 5,000"
spam,"Earn 10,000 per day working from home. Register at http://secure-verify.net"
spam,"URGENT! Your bank account will be blocked. Verify now at 5,000"
ham,"Bro, what time is the lab tomorrow?"
spam,"Instant loan up to 10,000. No documents needed. Apply now: http://offer-today.xyz"
spam,"Your electricity bill is pending. Pay now: 50,000"
ham,Are you coming to college today?
spam,"Claim your cashback of 50,000 rupees. Link: http://click-free-prize.com"
spam,"Your electricity bill is pending. Pay now: 5,000"
ham,"Bro, what time is the lab tomorrow?"
spam,"Your KYC has expired. Update immediately at 10,000"
spam,"You are selected for our lucky draw. Amount: 1,00,000. Contact: http://click-free-prize.com"
spam,"Your KYC has expired. Update immediately at 10,000"
ham,Call me when you're free.
ham,"Bro, what time is the lab tomorrow?"
ham,Don't forget our class at 1 tomorrow.
spam,"Earn 50,000 per day working from home. Register at http://bit.ly/win-now"
ham,"I'm on the way, will reach in 12 minutes."
spam,"Your electricity bill is pending. Pay now: 10,000"
ham,Where are you now?
ham,"Bro, what time is the lab tomorrow?"
ham,Did you submit the assignment?
spam,"Claim your cashback of 50,000 rupees. Link: http://secure-verify.net"
ham,Call me when you're free.
ham,I sent you the notes. Check WhatsApp.
spam,"Your ATM card is blocked. Update details here: 50,000"
spam,"Congratulations! You have won 1,00,000 rupees. Click here: http://bit.ly/win-now"
ham,"Bro, what time is the lab tomorrow?"
spam,"Get 1 year FREE Netflix. Activate here: 10,000"
spam,"Earn 10,000 per day working from home. Register at http://offer-today.xyz"
ham,"Bro, what time is the lab tomorrow?"
ham,Send me the PPT for today's seminar.
ham,Did you submit the assignment?
ham,Did you submit the assignment?
ham,Lunch at canteen at 4?
spam,"Your parcel is stuck. Pay delivery fee here: 5,000"
spam,"Your electricity bill is pending. Pay now: 5,000"
ham,Are you coming to college today?
spam,"Your ATM card is blocked. Update details here: 50,000"
spam,"You are selected for our lucky draw. Amount: 50,000. Contact: http://kyc-update-online.in"
spam,"URGENT! Your bank account will be blocked. Verify now at 10,000"
spam,"Your electricity bill is pending. Pay now: 10,000"
ham,Did you submit the assignment?
ham,Did you submit the assignment?
spam,"URGENT! Your bank account will be blocked. Verify now at 50,000"
ham,Lunch at canteen at 12?
spam,"Your parcel is stuck. Pay delivery fee here: 50,000"
ham,Happy birthday! Have a great day 🎉
ham,"Bro, what time is the lab tomorrow?"
spam,"Recharge now and get 5GB free data. Limited offer: 10,000"
spam,"You are selected for our lucky draw. Amount: 1,00,000. Contact: http://offer-today.xyz"
spam,"Win a brand new smartphone! Register here: 50,000"
ham,Did you submit the assignment?
spam,"FREE gift voucher worth 5,000. Reply YES to claim."
ham,Are you coming to college today?
spam,"Exclusive offer! Get flat 80% discount: 50,000"
ham,Can you share today's attendance code?
ham,I'll call you in 8 minutes.
ham,"I'm on the way, will reach in 3 minutes."
spam,"Exclusive offer! Get flat 80% discount: 5,000"
ham,"I'm on the way, will reach in 7 minutes."
spam,"Your KYC has expired. Update immediately at 10,000"
spam,"Congratulations! You have won 50,000 rupees. Click here: http://bit.ly/win-now"
spam,"Instant loan up to 1,00,000. No documents needed. Apply now: http://click-free-prize.com"
ham,"I'm on the way, will reach in 5 minutes."
spam,"Get 1 year FREE Netflix. Activate here: 50,000"
spam,"Your electricity bill is pending. Pay now: 50,000"
spam,"Congratulations! You have won 10,000 rupees. Click here: http://bit.ly/win-now"
spam,"You are selected for our lucky draw. Amount: 1,00,000. Contact: http://kyc-update-online.in"
ham,"Bro, what time is the lab tomorrow?"
ham,Lunch at canteen at 9?
ham,Are you coming to college today?
spam,"Recharge now and get 5GB free data. Limited offer: 5,000"
ham,"Hey, I'll reach by 10 PM. Wait near 101."
spam,"Your parcel is stuck. Pay delivery fee here: 10,000"
spam,"Claim your cashback of 10,000 rupees. Link: http://kyc-update-online.in"
ham,"I'm on the way, will reach in 2 minutes."
ham,I sent you the notes. Check WhatsApp.
ham,Don't forget our class at 11 tomorrow.
ham,Happy birthday! Have a great day 🎉
spam,"Instant loan up to 1,00,000. No documents needed. Apply now: http://kyc-update-online.in"
ham,Can you share today's attendance code?
ham,"I'm on the way, will reach in 5 minutes."
ham,Send me the PPT for today's seminar.
ham,I sent you the notes. Check WhatsApp.
ham,Call me when you're free.
spam,"Recharge now and get 5GB free data. Limited offer: 5,000"
spam,"Earn 1,00,000 per day working from home. Register at http://offer-today.xyz"
ham,Don't forget our class at 5 tomorrow.
spam,"Your electricity bill is pending. Pay now: 5,000"
ham,Send me the PPT for today's seminar.
ham,Are you coming to college today?
spam,"Get 1 year FREE Netflix. Activate here: 10,000"
spam,"Recharge now and get 5GB free data. Limited offer: 10,000"
ham,"I'm on the way, will reach in 8 minutes."
ham,Call me when you're free.
ham,Can you share today's attendance code?
ham,Meeting is at 10 in room 305.
spam,"Your parcel is stuck. Pay delivery fee here: 5,000"
spam,"Recharge now and get 5GB free data. Limited offer: 5,000"
spam,"Claim your cashback of 1,00,000 rupees. Link: http://bit.ly/win-now"
ham,Are you coming to college today?
spam,"Win a brand new smartphone! Register here: 5,000"
ham,Can you share today's attendance code?
ham,Call me when you're free.
spam,"Instant loan up to 1,00,000. No documents needed. Apply now: http://click-free-prize.com"
ham,Meeting is at 4 in room B12.
ham,Where are you now?
spam,"FREE gift voucher worth 10,000. Reply YES to claim."
spam,"Your KYC has expired. Update immediately at 5,000"
spam,"Your KYC has expired. Update immediately at 10,000"
ham,Did you submit the assignment?
spam,"Win a brand new smartphone! Register here: 50,000"
spam,"Win a brand new smartphone! Register here: 5,000"
ham,Lunch at canteen at 12?
ham,Happy birthday! Have a great day 🎉
spam,"Your electricity bill is pending. Pay now: 10,000"
spam,"Claim your cashback of 50,000 rupees. Link: http://bit.ly/win-now"
spam,"Claim your cashback of 1,00,000 rupees. Link: http://gift-claim-center.net"
ham,Call me when you're free.
ham,Call me when you're free.
spam,"Your electricity bill is pending. Pay now: 10,000"
spam,"Your electricity bill is pending. Pay now: 10,000"
ham,Are you coming to college today?
ham,Did you submit the assignment?
spam,"Get 1 year FREE Netflix. Activate here: 10,000"
spam,"Earn 10,000 per day working from home. Register at http://offer-today.xyz"
ham,Meeting is at 6 in room college gate.
spam,"Recharge now and get 5GB free data. Limited offer: 50,000"
ham,Call me when you're free.
spam,"Your electricity bill is pending. Pay now: 5,000"
ham,Call me when you're free.
ham,Lunch at canteen at 2?
spam,"Earn 1,00,000 per day working from home. Register at http://offer-today.xyz"
spam,"Recharge now and get 5GB free data. Limited offer: 5,000"
spam,"Get 1 year FREE Netflix. Activate here: 5,000"
spam,"Your ATM card is blocked. Update details here: 10,000"
spam,"Congratulations! You have won 10,000 rupees. Click here: http://bit.ly/win-now"
spam,"Congratulations! You have won 1,00,000 rupees. Click here: http://secure-verify.net"
spam,"FREE gift voucher worth 5,000. Reply YES to claim."
spam,"FREE gift voucher worth 5,000. Reply YES to claim."
spam,"Your ATM card is blocked. Update details here: 10,000"
spam,"Recharge now and get 5GB free data. Limited offer: 5,000"
spam,"Congratulations! You have won 1,00,000 rupees. Click here: http://bit.ly/win-now"
ham,Where are you now?
ham,Lunch at canteen at 6?
ham,"Hey, I'll reach by 10 PM. Wait near lab."
ham,"I'm on the way, will reach in 6 minutes."
spam,"FREE gift voucher worth 5,000. Reply YES to claim."
ham,"Bro, what time is the lab tomorrow?"
ham,Are you coming to college today?
ham,Call me when you're free.
spam,"Your ATM card is blocked. Update details here: 5,000"
spam,"Instant loan up to 10,000. No documents needed. Apply now: http://gift-claim-center.net"
spam,"Your electricity bill is pending. Pay now: 5,000"
spam,"Your parcel is stuck. Pay delivery fee here: 50,000"
spam,"URGENT! Your bank account will be blocked. Verify now at 5,000"
ham,Are you coming to college today?
ham,Call me when you're free.
ham,"I'm on the way, will reach in 10 minutes."
spam,"Earn 1,00,000 per day working from home. Register at http://gift-claim-center.net"
ham,Send me the PPT for today's seminar.
spam,"Your parcel is stuck. Pay delivery fee here: 50,000"
ham,"I'm on the way, will reach in 10 minutes."
ham,Meeting is at 4 in room 201.
ham,Lunch at canteen at 7?
ham,"Bro, what time is the lab tomorrow?"
spam,"Your KYC has expired. Update immediately at 10,000"
spam,"You are selected for our lucky draw. Amount: 1,00,000. Contact: http://secure-verify.net"
ham,Don't forget our class at 2 tomorrow.
spam,"Your parcel is stuck. Pay delivery fee here: 50,000"
spam,"Win a brand new smartphone! Register here: 10,000"
spam,"Recharge now and get 5GB free data. Limited offer: 5,000"
ham,I'll call you in 4 minutes.
spam,"Exclusive offer! Get flat 80% discount: 5,000"
spam,"Win a brand new smartphone! Register here: 50,000"
spam,"Exclusive offer! Get flat 80% discount: 10,000"
spam,"Your electricity bill is pending. Pay now: 50,000"
ham,Are you coming to college today?
spam,"Congratulations! You have won 50,000 rupees. Click here: http://secure-verify.net"
spam,"Your KYC has expired. Update immediately at 10,000"
ham,Meeting is at 1 in room 101.
spam,"Your ATM card is blocked. Update details here: 5,000"
ham,I'll call you in 11 minutes.
ham,Meeting is at 9 in room hostel.
ham,I sent you the notes. Check WhatsApp.
ham,I sent you the notes. Check WhatsApp.
ham,Are you coming to college today?
ham,"I'm on the way, will reach in 10 minutes."
spam,"Claim your cashback of 1,00,000 rupees. Link: http://bit.ly/win-now"
spam,"Your KYC has expired. Update immediately at 10,000"
spam,"Your parcel is stuck. Pay delivery fee here: 5,000"
ham,Meeting is at 1 in room B12.
spam,"Your electricity bill is pending. Pay now: 5,000"
ham,"I'm on the way, will reach in 6 minutes."
spam,"FREE gift voucher worth 5,000. Reply YES to claim."
ham,Send me the PPT for today's seminar.
ham,"I'm on the way, will reach in 9 minutes."
spam,"URGENT! Your bank account will be blocked. Verify now at 50,000"
ham,I'll call you in 7 minutes.
ham,Send me the PPT for today's seminar.
ham,"Bro, what time is the lab tomorrow?"
spam,"Your ATM card is blocked. Update details here: 50,000"
spam,"You are selected for our lucky draw. Amount: 50,000. Contact: http://secure-verify.net"
spam,"Exclusive offer! Get flat 80% discount: 10,000"
spam,"Get 1 year FREE Netflix. Activate here: 5,000"
ham,I sent you the notes. Check WhatsApp.
spam,"Instant loan up to 10,000. No documents needed. Apply now: http://offer-today.xyz"
spam,"Recharge now and get 5GB free data. Limited offer: 5,000"
ham,Happy birthday! Have a great day 🎉
spam,"Exclusive offer! Get flat 80% discount: 50,000"
ham,Did you submit the assignment?
spam,"Get 1 year FREE Netflix. Activate here: 10,000"
ham,Lunch at canteen at 12?
spam,"Your parcel is stuck. Pay delivery fee here: 10,000"
spam,"Recharge now and get 5GB free data. Limited offer: 5,000"
spam,"Congratulations! You have won 50,000 rupees. Click here: http://offer-today.xyz"
ham,Where are you now?
ham,I sent you the notes. Check WhatsApp.
ham,Meeting is at 2 in room college gate.
spam,"Congratulations! You have won 10,000 rupees. Click here: http://secure-verify.net"
ham,Send me the PPT for today's seminar.
spam,"Earn 1,00,000 per day working from home. Register at http://offer-today.xyz"
ham,Call me when you're free.
ham,"Hey, I'll reach by 6 PM. Wait near lab."
spam,"Win a brand new smartphone! Register here: 5,000"
spam,"Get 1 year FREE Netflix. Activate here: 5,000"
spam,"FREE gift voucher worth 5,000. Reply YES to claim."
ham,Meeting is at 2 in room 201.
ham,Lunch at canteen at 2?
spam,"Exclusive offer! Get flat 80% discount: 50,000"
spam,"Claim your cashback of 1,00,000 rupees. Link: http://bit.ly/win-now"
spam,"URGENT! Your bank account will be blocked. Verify now at 5,000"
ham,Are you coming to college today?
ham,"Bro, what time is the lab tomorrow?"
ham,Happy birthday! Have a great day 🎉
ham,Happy birthday! Have a great day 🎉
spam,"Your ATM card is blocked. Update details here: 5,000"
ham,Don't forget our class at 11 tomorrow.
spam,"You are selected for our lucky draw. Amount: 50,000. Contact: http://kyc-update-online.in"
ham,Happy birthday! Have a great day 🎉
spam,"Exclusive offer! Get flat 80% discount: 10,000"
ham,Did you submit the assignment?
ham,I sent you the notes. Check WhatsApp.
spam,"You are selected for our lucky draw. Amount: 10,000. Contact: http://gift-claim-center.net"
ham,I sent you the notes. Check WhatsApp.
spam,"Earn 1,00,000 per day working from home. Register at http://bit.ly/win-now"
spam,"Win a brand new smartphone! Register here: 50,000"
spam,"URGENT! Your bank account will be blocked. Verify now at 50,000"
ham,Happy birthday! Have a great day 🎉
ham,"I'm on the way, will reach in 2 minutes."
spam,"Your parcel is stuck. Pay delivery fee here: 10,000"
spam,"Get 1 year FREE Netflix. Activate here: 5,000"
ham,Don't forget our class at 1 tomorrow.
spam,"Instant loan up to 1,00,000. No documents needed. Apply now: http://secure-verify.net"
ham,Can you share today's attendance code?
spam,"You are selected for our lucky draw. Amount: 1,00,000. Contact: http://secure-verify.net"
spam,"Your ATM card is blocked. Update details here: 5,000"
spam,"Your parcel is stuck. Pay delivery fee here: 5,000"
spam,"FREE gift voucher worth 5,000. Reply YES to claim."
spam,"Instant loan up to 10,000. No documents needed. Apply now: http://offer-today.xyz"
spam,"Congratulations! You have won 1,00,000 rupees. Click here: http://kyc-update-online.in"
spam,"Win a brand new smartphone! Register here: 10,000"
spam,"Exclusive offer! Get flat 80% discount: 5,000"
spam,"You are selected for our lucky draw. Amount: 10,000. Contact: http://click-free-prize.com"
spam,"You are selected for our lucky draw. Amount: 1,00,000. Contact: http://secure-verify.net"
spam,"Recharge now and get 5GB free data. Limited offer: 5,000"
ham,Are you coming to college today?
ham,Meeting is at 1 in room lab.
